cohort_month,cohort_size,months_since_first,active_persons,orders,gmv,retention_rate,gmv_per_cohort_member,is_observable,analysis_start,analysis_end
2017-03-01,2636,4,9,9,989.3299999999999,0.0034142640364188165,0.3753148710166919,true,2017-01-01,2018-08-31
2017-03-01,2636,5,4,4,1306.99,0.0015174506828528073,0.4958232169954476,true,2017-01-01,2018-08-31
2017-03-01,2636,6,4,4,593.6800000000001,0.0015174506828528073,0.2252200303490137,true,2017-01-01,2018-08-31
2017-03-01,2636,7,8,8,737.6800000000001,0.0030349013657056147,0.2798482549317147,true,2017-01-01,2018-08-31
2017-03-01,2636,8,9,9,1227.89,0.0034142640364188165,0.46581562974203344,true,2017-01-01,2018-08-31
2017-03-01,2636,9,2,2,206.49,0.0007587253414264037,0.07833459787556905,true,2017-01-01,2018-08-31
2017-03-01,2636,10,10,10,960.0200000000001,0.0037936267071320183,0.36419575113808805,true,2017-01-01,2018-08-31
2017-03-01,2636,11,4,4,306.03999999999996,0.0015174506828528073,0.11610015174506827,true,2017-01-01,2018-08-31
2017-03-01,2636,12,6,6,805.25,0.002276176024279211,0.30548179059180575,true,2017-01-01,2018-08-31
2017-03-01,2636,13,3,3,168.89000000000001,0.0011380880121396055,0.06407056145675266,true,2017-01-01,2018-08-31
2017-03-01,2636,14,4,4,617.7,0.0015174506828528073,0.2343323216995448,true,2017-01-01,2018-08-31
2017-03-01,2636,15,6,6,608.5999999999999,0.002276176024279211,0.2308801213960546,true,2017-01-01,2018-08-31
2017-03-01,2636,16,2,2,154.89,0.0007587253414264037,0.05875948406676783,true,2017-01-01,2018-08-31
2017-03-01,2636,17,4,4,385.69,0.0015174506828528073,0.1463163884673748,true,2017-01-01,2018-08-31
2018-03-01,6966,0,6966,7057,966104.5300000258,1.0,138.68856302038841,true,2017-01-01,2018-08-31
2018-03-01,6966,1,32,32,3915.1500000000005,0.004593741027849555,0.5620370370370371,true,2017-01-01,2018-08-31
2018-03-01,6966,2,22,25,2899.04,0.003158196956646569,0.41616996841803044,true,2017-01-01,2018-08-31
2018-03-01,6966,3,20,21,2800.3400000000006,0.002871088142405972,0.402001148435257,true,2017-01-01,2018-08-31
2018-03-01,6966,4,9,9,1331.85,0.0012919896640826874,0.19119293712316968,true,2017-01-01,2018-08-31
2018-03-01,6966,5,9,9,414.86,0.0012919896640826874,0.059554981337927075,true,2017-01-01,2018-08-31
2017-09-01,4131,0,4131,4203,613983.2900000103,1.0,148.62824739772702,true,2017-01-01,2018-08-31
2017-09-01,4131,1,28,28,2986.05,0.006778019849915275,0.7228395061728395,true,2017-01-01,2018-08-31
2017-09-01,4131,2,22,22,2823.7400000000002,0.00532558702493343,0.6835487775357056,true,2017-01-01,2018-08-31
2017-09-01,4131,3,12,16,1518.3500000000004,0.002904865649963689,0.3675502299685307,true,2017-01-01,2018-08-31
2017-09-01,4131,4,19,19,2861.4900000000007,0.0045993706124425075,0.6926870007262166,true,2017-01-01,2018-08-31
2017-09-01,4131,5,9,13,1633.5800000000002,0.002178649237472767,0.395444202372307,true,2017-01-01,2018-08-31
2017-09-01,4131,6,9,9,872.07,0.002178649237472767,0.21110384894698622,true,2017-01-01,2018-08-31
2017-09-01,4131,7,10,10,795.2399999999999,0.002420721374969741,0.19250544662309366,true,2017-01-01,2018-08-31
2017-09-01,4131,8,12,12,1009.89,0.002904865649963689,0.24446623093681916,true,2017-01-01,2018-08-31
2017-09-01,4131,9,8,8,508.19,0.0019365770999757927,0.12301863955458726,true,2017-01-01,2018-08-31
2017-09-01,4131,10,11,11,1107.69,0.002662793512466715,0.26814088598402325,true,2017-01-01,2018-08-31
2017-09-01,4131,11,3,3,255.42,0.0007262164124909223,0.06183006535947712,true,2017-01-01,2018-08-31
2017-11-01,7305,0,7305,7413,995076.750000028,1.0,136.2185831622215,true,2017-01-01,2018-08-31
2017-11-01,7305,1,40,42,7115.269999999997,0.0054757015742642025,0.9740273785078709,true,2017-01-01,2018-08-31
2017-11-01,7305,2,28,30,3495.560000000001,0.0038329911019849418,0.4785160848733745,true,2017-01-01,2018-08-31
2017-11-01,7305,3,13,13,1310.31,0.001779603011635866,0.17937166324435316,true,2017-01-01,2018-08-31
2017-11-01,7305,4,14,14,2062.32,0.0019164955509924709,0.28231622176591376,true,2017-01-01,2018-08-31
