stage,n_orders,late_rate,mean_days,median_days,stddev_days,p95_days,share_of_mean_days,variance_contribution,corr_with_lateness,mean_days_when_late,mean_days_when_on_time,excess_days_when_late,mean_total_days,var_total_days,analysis_start,analysis_end
payment_approval,96203,0.06788769580990198,0.4269567314688733,0.014247685185185184,0.8549750886298179,2.0085358796296284,0.034047210493005665,0.007222184638556596,0.04196191863417376,0.510861780284342,0.42084575062966006,0.09001602965468197,12.54013839273509,90.80829355020417,2017-01-01,2018-08-31
seller_handling,96203,0.06788769580990198,2.785131949353044,1.8090046296296296,3.389918261547592,7.994390046296294,0.22209738538185206,0.13709612300201873,0.2101392962127747,5.530464471083775,2.5851836187769064,2.9452808523068685,12.54013839273509,90.80829355020417,2017-01-01,2018-08-31
carrier_transit,96203,0.06788769580990198,9.328049711913208,7.097199074074074,8.75225703637143,24.217649305555536,0.7438554041251451,0.8556816923594296,0.5859623814474938,27.89782464648655,7.975574021645348,19.922250624841205,12.54013839273509,90.80829355020417,2017-01-01,2018-08-31
