dimension,dimension_value,purchase_month,n_orders,late_rate,severely_late_rate,mean_lateness_days_when_late,worst_lateness_days,mean_total_days,median_total_days,mean_payment_approval_days,mean_seller_handling_days,mean_carrier_transit_days,share_payment_approval,share_seller_handling,share_carrier_transit,mean_promised_days,mean_slack_days,mean_promise_utilisation,seller_sla_miss_rate,mean_review_score,detractor_rate,mean_route_distance_km,suppress_small_n,clamped_share,analysis_start,analysis_end
customer_state,MG,2017-09-01,493,0.010141987829614604,0.004056795131845842,7.629939814814814,18.88767361111111,10.207386137405157,9.34925925925926,0.47036147265419576,2.7486984214183763,6.988326243332582,0.046080501542951076,0.269285239572325,0.6846342588847237,24.267877882953943,14.060491745548797,0.42463452190496764,0.05476673427991886,4.378818737270875,0.07535641547861507,514.5511338195165,false,0.004056795131845842,2017-01-01,2018-08-31
customer_state,RJ,2018-02-01,879,0.34015927189988626,0.21387940841865757,16.726624047751766,187.97508101851852,23.817762108667257,18.861747685185186,0.33068817680023604,3.23274837515274,20.254325556714274,0.013884099408310866,0.1357284685439169,0.8503874320477719,25.529571877765132,1.7118097690978806,0.9570924905830372,0.11831626848691695,3.3049482163406214,0.3624856156501726,517.7727864820891,false,0.0,2017-01-01,2018-08-31
customer_state,CE,2018-02-01,84,0.39285714285714285,0.23809523809523808,13.125680415263751,48.709953703703704,30.66367394179894,27.634866898148147,0.5044517471340387,2.792922453703704,27.366299740961203,0.01645111893935186,0.09108244690459463,0.8924664341560536,31.154280891754848,0.49060694995590837,0.9937719517735216,0.08333333333333333,2.9523809523809526,0.44047619047619047,2233.5291118767454,false,0.0,2017-01-01,2018-08-31
customer_state,RS,2018-04-01,345,0.034782608695652174,0.017391304347826087,6.554382716049382,12.97292824074074,13.339912271873322,12.036712962962962,0.7344538378958669,2.08458024691358,10.520878187063877,0.05505687165907633,0.15626641348375545,0.7886767148571683,29.96363479602791,16.62372252415459,0.4574142565315029,0.04927536231884058,4.267441860465116,0.10755813953488372,831.9306181952446,false,0.06956521739130435,2017-01-01,2018-08-31
customer_state,RS,2017-03-01,144,0.013888888888888888,0.006944444444444444,76.74852430555556,152.7592476851852,14.267516557355966,12.839056712962963,0.2679886027520576,2.7906344039351847,11.208893550668725,0.018783128912080324,0.19559356337290565,0.7856233077150141,27.27087770061728,13.003361143261316,0.5151295643184067,0.034722222222222224,4.222222222222222,0.0763888888888889,825.0265207134357,false,0.0,2017-01-01,2018-08-31
customer_state,MT,2018-07-01,47,0.0,0.0,,-2.2224305555555555,12.730795409771472,11.521967592592592,0.9144114460204886,2.064694395193065,9.751689568557918,0.07182673325491003,0.16218109935285874,0.7659921673922312,28.4814088356974,15.750613425925927,0.45930540231140526,0.06382978723404255,4.446808510638298,0.0851063829787234,1411.9600564665611,false,0.1276595744680851,2017-01-01,2018-08-31
customer_state,PI,2018-02-01,32,0.21875,0.03125,5.779666005291006,14.72826388888889,22.79769820601852,21.071030092592594,0.4173296440972223,3.397699291087963,18.982669270833338,0.018305779834696143,0.1490369448873124,0.8326572752779916,31.717983579282407,8.920285373263889,0.7461673802446227,0.09375,3.5625,0.28125,1972.51558096952,false,0.0,2017-01-01,2018-08-31
customer_state,ES,2018-06-01,123,0.04065040650406504,0.008130081300813009,22.708747685185184,95.55747685185185,13.70878669828365,11.842245370370371,0.2377833295694068,2.245990383167721,11.22501298554652,0.017345322733716285,0.1638358253432392,0.8188188519230444,29.62229693616381,15.913510237880157,0.47228818349804513,0.08943089430894309,4.097560975609756,0.12195121951219512,827.2700894146249,false,0.024390243902439025,2017-01-01,2018-08-31
customer_state,SE,2018-08-01,23,0.0,0.0,,-2.4357407407407408,12.592640901771336,12.626365740740741,0.25663496376811595,2.4797192028985506,9.856286735104671,0.020379757174844595,0.19691812243687043,0.782702120388285,28.982398852657003,16.38975795088567,0.4720885548131301,0.043478260869565216,4.3478260869565215,0.13043478260869565,1585.4870805766948,true,0.0,2017-01-01,2018-08-31
customer_state,DF,2017-10-01,92,0.03260869565217391,0.021739130434782608,11.781512345679012,17.54074074074074,12.510929322665055,11.56521412037037,0.2919946407004831,2.7383218850644124,9.480612796900159,0.02333916475505138,0.2188743789083368,0.7577864563366118,23.70444406702899,11.193514744363927,0.5271703214981506,0.07608695652173914,4.010869565217392,0.14130434782608695,814.8129870120678,false,0.0,2017-01-01,2018-08-31
customer_state,PE,2018-02-01,121,0.11570247933884298,0.06611570247933884,10.827291666666667,26.94642361111111,20.843026189929603,19.083854166666665,0.3790868916437099,3.144407426538108,17.319531871747785,0.0181877088379262,0.1508613671491399,0.8309509240129339,31.78474823997551,10.941722050045913,0.6577009774553005,0.10743801652892562,4.068376068376068,0.1282051282051282,1992.2884447809477,false,0.0,2017-01-01,2018-08-31
customer_state,RS,2017-02-01,100,0.03,0.03,17.764425154320985,24.588622685185186,14.704046180555556,12.553923611111111,0.4051877314814815,3.385939236111111,10.912919212962963,0.02755620640101747,0.23027261983090302,0.7421711737680795,33.041349999999994,18.337303819444443,0.4552689948754272,0.17,4.31,0.07,833.3699222264034,false,0.0,2017-01-01,2018-08-31
customer_state,DF,2017-08-01,83,0.012048192771084338,0.0,3.715636574074074,3.715636574074074,11.81070657630522,11.21570601851852,0.30787176483712625,2.6331230477465417,8.86971176372155,0.026067175816117748,0.2229437359005383,0.7509890882833439,26.551394187862563,14.74068761155734,0.4486833758273452,0.03614457831325301,4.313253012048193,0.0963855421686747,763.272282425934,false,0.0,2017-01-01,2018-08-31
customer_state,SC,2018-08-01,201,0.029850746268656716,0.0,2.968940972222222,5.029733796296297,9.05148292104293,8.163703703703703,0.404530530219274,2.040897998433757,6.606054392389903,0.04469218289953566,0.22547664468206283,0.7298311724184018,19.6419085129906,10.59042559194767,0.5000301722330602,0.06467661691542288,4.37,0.085,613.0273879306752,false,0.029850746268656716,2017-01-01,2018-08-31
customer_state,PR,2017-07-01,195,0.005128205128205128,0.0,2.930277777777778,2.930277777777778,10.802823124406455,10.939050925925926,0.37339399335232665,3.164535137701804,7.264893993352326,0.034564482733104286,0.292935939176147,0.6724995780907488,24.69852570037987,13.89570257597341,0.4421295610564965,0.1076923076923077,4.494845360824742,0.06701030927835051,478.72511907298855,false,0.005128205128205128,2017-01-01,2018-08-31
customer_state,MT,2017-12-01,49,0.10204081632653061,0.061224489795918366,14.372043981481482,45.00881944444444,23.341165674603175,20.855474537037036,0.3855326436130007,3.433272628495842,19.522360402494332,0.016517283197749085,0.1470908812506945,0.8363918355515564,36.58049461451247,13.239328939909297,0.6451067974030946,0.14285714285714285,3.9375,0.20833333333333334,1397.5406312978955,false,0.0,2017-01-01,2018-08-31
customer_state,GO,2018-01-01,144,0.04861111111111111,0.013888888888888888,9.662333002645502,32.00876157407407,16.073249742798353,14.475966435185185,0.5330376318158435,2.902133246527778,12.638078864454732,0.033163028033871736,0.18055671957863303,0.7862802523874951,30.099777842078183,14.026528099279837,0.5371450415334111,0.0625,4.041958041958042,0.11188811188811189,796.4260045166252,false,0.006944444444444444,2017-01-01,2018-08-31
customer_state,PE,2018-01-01,102,0.0784313725490196,0.0392156862745098,7.5439265046296295,19.654050925925926,19.23749466684822,15.613472222222223,0.6603407543572984,4.050846155591867,14.526307756899055,0.03432571474575933,0.21057035886136719,0.7551039263928735,34.45612381989833,15.218629153050111,0.5503931655937082,0.10784313725490197,4.099009900990099,0.1485148514851485,1987.5085995685495,false,0.0196078431372549,2017-01-01,2018-08-31
customer_state,MA,2018-05-01,32,0.0625,0.0,2.438153935185185,2.821886574074074,18.789751519097223,18.94224537037037,0.4240415219907408,2.0632552083333335,16.302454788773147,0.022567702481842845,0.109807477030035,0.8676248204881221,28.748937355324077,9.959185836226851,0.6926954046511609,0.125,4.03125,0.15625,2079.2552434602285,false,0.03125,2017-01-01,2018-08-31
customer_state,PR,2017-04-01,112,0.026785714285714284,0.0,1.4680787037037035,2.356886574074074,13.57187210648148,12.575167824074075,0.5596337632275132,3.3007575851521165,9.711480758101851,0.0412348244101306,0.2432057684640119,0.7155594071258574,26.84843843005952,13.276566323578042,0.5124596624279906,0.08928571428571429,4.223214285714286,0.0625,497.9567335960896,false,0.017857142857142856,2017-01-01,2018-08-31
customer_state,AL,2017-10-01,28,0.07142857142857142,0.0,3.4978645833333335,3.9994328703703705,20.380671296296295,19.1772337962963,0.47929067460317454,3.5051901455026457,16.396190476190476,0.023516922854757698,0.1719860005857428,0.8044970765594996,31.982817460317467,11.602146164021164,0.6484419699400031,0.07142857142857142,4.142857142857143,0.10714285714285714,1885.7628978776281,true,0.0,2017-01-01,2018-08-31
customer_state,PB,2017-02-01,11,0.09090909090909091,0.0,4.589988425925926,4.589988425925926,20.582323232323233,17.075393518518517,1.246947601010101,2.0020959595959593,17.333279671717175,0.06058342330625966,0.09727259342870463,0.8421439832650358,42.368866792929296,21.786543560606063,0.49770003876863067,0.09090909090909091,4.4,0.1,2222.3195682212586,true,0.0,2017-01-01,2018-08-31
customer_state,PA,2018-02-01,57,0.12280701754385964,0.07017543859649122,14.477924933862434,31.61380787037037,29.613077282326188,26.82298611111111,0.6050842673814165,2.7099754304743344,26.298017584470433,0.020433008755309116,0.09151279364308802,0.8880541976016028,38.43603110786224,8.822953825536061,0.773868976353604,0.08771929824561403,3.9107142857142856,0.14285714285714285,2270.483582594166,false,0.0,2017-01-01,2018-08-31
customer_state,RN,2018-05-01,22,0.045454545454545456,0.0,0.6952777777777778,0.6952777777777778,17.545656039562292,15.521435185185187,0.40572022306397315,1.7907859848484846,15.349149831649832,0.023123684982148698,0.10206435033324403,0.8748119646846072,31.688488531144777,14.142832491582492,0.5782355573921554,0.0,4.045454545454546,0.09090909090909091,2220.49622166054,true,0.0,2017-01-01,2018-08-31
customer_state,PB,2018-03-01,39,0.1282051282051282,0.07692307692307693,9.505356481481481,21.541006944444444,22.576195097340932,23.042361111111113,0.4271652421652422,2.9650608380816714,19.18396901709402,0.01892104671861002,0.13133572000495788,0.8497432332764322,31.372452516619187,8.796257419278254,0.7248925085890914,0.10256410256410256,4.076923076923077,0.1794871794871795,1983.153357867719,false,0.0,2017-01-01,2018-08-31
customer_state,BA,2017-05-01,119,0.03361344537815126,0.025210084033613446,10.5840625,15.32423611111111,16.80042804621849,15.847326388888888,0.4134160052910053,2.5837214052287583,13.803290635698724,0.02460746858078171,0.15378902240590908,0.8216035090133093,32.40629007158419,15.6058620253657,0.5305468362931781,0.058823529411764705,3.957983193277311,0.13445378151260504,1337.2457775548878,false,0.0,2017-01-01,2018-08-31
customer_state,PI,2018-01-01,47,0.10638297872340426,0.10638297872340426,15.35214814814815,23.47824074074074,19.42984953703704,15.155266203703704,0.332861012608353,3.6680306836091408,15.428957840819546,0.01713142512883879,0.18878327784356574,0.7940852970275954,31.75629161741529,12.326442080378254,0.6298643660729827,0.06382978723404255,4.0212765957446805,0.1702127659574468,1933.9347610942343,false,0.0,2017-01-01,2018-08-31
customer_state,DF,2017-06-01,69,0.014492753623188406,0.014492753623188406,21.776099537037037,21.776099537037037,13.848715780998388,12.024085648148148,0.3808251140633387,2.3212822061191627,11.146608460815889,0.02749894792308923,0.16761714536044986,0.8048839067164612,28.96354066022544,15.114824879227053,0.49838702800567214,0.057971014492753624,3.971014492753623,0.13043478260869565,855.5551616502208,false,0.0,2017-01-01,2018-08-31
customer_state,CE,2018-01-01,77,0.11688311688311688,0.09090909090909091,34.06006172839506,72.80940972222223,24.737794763107264,20.34460648148148,0.38125781625781635,2.784112403799903,21.572424543049543,0.015411956478287449,0.1125448905393941,0.8720431529823185,33.96125,9.223455236892736,0.7296391306779029,0.05194805194805195,3.918918918918919,0.17567567567567569,2229.385018633666,false,0.0,2017-01-01,2018-08-31
customer_state,RN,2017-05-01,17,0.0,0.0,,-1.6945949074074074,15.793366013071898,13.453518518518518,0.587321623093682,4.811667347494554,10.39437704248366,0.037187868792983456,0.30466382805996006,0.6581483031470563,35.56669526143791,19.773329248366014,0.43330953031646174,0.11764705882352941,4.176470588235294,0.11764705882352941,2350.6671223089897,true,0.0,2017-01-01,2018-08-31
customer_state,SC,2017-01-01,26,0.038461538461538464,0.038461538461538464,54.650243055555556,54.650243055555556,16.779760060541314,13.956064814814816,0.48837250712250707,2.262725249287749,14.028662304131055,0.029104856407985626,0.1348484865769144,0.8360466570151,38.100482549857546,21.320722489316235,0.4502686689623333,0.19230769230769232,4.230769230769231,0.038461538461538464,553.973553192359,true,0.0,2017-01-01,2018-08-31
customer_state,TO,2017-04-01,13,0.15384615384615385,0.0,3.1804918981481483,5.662164351851852,22.477630876068375,20.41172453703704,0.44215633903133905,5.076257122507122,16.959217414529917,0.01967094937492264,0.22583594999381112,0.7544931006312664,32.853250534188035,10.375619658119659,0.6853271420501292,0.23076923076923078,4.461538461538462,0.07692307692307693,1574.0095657969946,true,0.0,2017-01-01,2018-08-31
customer_state,TO,2018-07-01,22,0.045454545454545456,0.0,5.72693287037037,5.72693287037037,14.55589804292929,13.366215277777778,0.8988773148148147,3.408043981481482,10.248976746632996,0.061753476986702006,0.23413491709204312,0.7041116059212551,25.492896148989903,10.936998106060607,0.5785625734722589,0.18181818181818182,4.545454545454546,0.045454545454545456,1482.6895552927872,true,0.09090909090909091,2017-01-01,2018-08-31
customer_state,PA,2018-01-01,69,0.08695652173913043,0.014492753623188406,12.960202546296296,59.46310185185185,25.887424684648416,23.414131944444446,0.594008823134729,3.3843961352657,21.909019726247987,0.022945844570123813,0.13073514173361137,0.8463190136962647,42.7662075617284,16.878782877079974,0.6113451835511239,0.11594202898550725,3.764705882352941,0.20588235294117646,2224.1924719149256,false,0.014492753623188406,2017-01-01,2018-08-31
customer_state,MA,2017-05-01,31,0.0,0.0,,-4.352291666666667,16.47215240442055,16.481342592592593,0.7081391875746713,1.5472031810035842,14.216810035842293,0.042990082303065114,0.09392841585100736,0.8630815018459275,35.92084826762246,19.448695863201912,0.46552745210956203,0.03225806451612903,4.32258064516129,0.03225806451612903,2198.4566280377917,false,0.0,2017-01-01,2018-08-31
customer_state,PB,2018-04-01,28,0.21428571428571427,0.14285714285714285,12.48889274691358,26.734305555555554,23.779260499338623,20.256950231481483,0.7433734292328041,1.7864314649470898,21.249455605158733,0.03126141913679274,0.07512561061336522,0.8936129702498421,31.58255125661376,7.803290757275133,0.7396631797658382,0.03571428571428571,3.607142857142857,0.25,2245.9795956433977,true,0.10714285714285714,2017-01-01,2018-08-31
